,Week,Year,Gross,Gross_Diff,Pot_Gross,Potential_Gross_Percent,Average_Paid_Ticket,Top_Ticket,Seats_Sold,Total_Seats,Performances,Capacity,Capacity_Diff,Show_Name,,,,
19,6/19/2005,2005,"$162,053 ","($54,642)","$589,041 ",27.51%,$52.58 ,$91.25 ,3082,8536,8,36.10%,-10.40%,On Golden Pond,2005,,,
20,6/26/2005,2005,"$135,912 ","($26,141)","$589,041 ",23.07%,$56.54 ,$91.25 ,2404,8536,8,28.20%,-7.90%,On Golden Pond,2005,,,
7,1/4/2015,2015,"$968,359 ","($100,111)","$1,790,076 ",54.10%,$86.41 ,$246.50 ,11207,14992,8,74.80%,5.10%,On The Town,2015,,,
8,1/11/2015,2015,"$626,999 ","($341,360)","$1,790,076 ",35.03%,$72.04 ,$246.50 ,8703,14992,8,58.10%,-16.70%,On The Town,2015,,,
9,1/18/2015,2015,"$649,289 ","$22,290 ","$1,790,076 ",36.27%,$65.83 ,$246.50 ,9863,14992,8,65.80%,7.70%,On The Town,2015,,,
10,1/25/2015,2015,"$624,882 ","($24,407)","$1,790,076 ",34.91%,$69.16 ,$246.50 ,9035,14992,8,60.30%,-5.50%,On The Town,2015,,,
11,2/1/2015,2015,"$491,489 ","($133,393)","$1,790,076 ",27.46%,$67.59 ,$246.50 ,7272,14992,8,48.50%,-11.80%,On The Town,2015,,,
12,2/8/2015,2015,"$379,914 ","($111,575)","$1,790,076 ",21.22%,$70.09 ,$246.50 ,5420,14992,8,36.20%,-12.30%,On The Town,2015,,,
13,2/15/2015,2015,"$552,450 ","$172,536 ","$1,790,076 ",30.86%,$74.81 ,$246.50 ,7385,14992,8,49.30%,13.10%,On The Town,2015,,,
14,2/22/2015,2015,"$536,545 ","($15,905)","$1,790,076 ",29.97%,$69.14 ,$246.50 ,7760,14992,8,51.80%,2.50%,On The Town,2015,,,
15,3/1/2015,2015,"$407,366 ","($129,179)","$1,790,076 ",22.76%,$66.90 ,$246.50 ,6089,14992,8,40.60%,-11.20%,On The Town,2015,,,
16,3/8/2015,2015,"$474,989 ","$67,623 ","$1,790,076 ",26.53%,$65.37 ,$246.50 ,7266,14992,8,48.50%,7.90%,On The Town,2015,,,
17,3/15/2015,2015,"$543,130 ","$68,141 ","$1,790,076 ",30.34%,$67.06 ,$246.50 ,8099,14992,8,54.00%,5.50%,On The Town,2015,,,
18,3/22/2015,2015,"$575,425 ","$32,295 ","$1,790,076 ",32.15%,$67.04 ,$246.50 ,8583,14992,8,57.30%,3.30%,On The Town,2015,,,
19,3/29/2015,2015,"$573,548 ","($1,877)","$1,790,076 ",32.04%,$63.50 ,$246.50 ,9032,14992,8,60.20%,2.90%,On The Town,2015,,,
20,4/5/2015,2015,"$563,746 ","($9,802)","$1,790,076 ",31.49%,$59.54 ,$246.50 ,9468,14992,8,63.20%,3.00%,On The Town,2015,,,
21,4/12/2015,2015,"$752,482 ","$188,736 ","$1,790,076 ",42.04%,$69.97 ,$246.50 ,10755,14992,8,71.70%,8.50%,On The Town,2015,,,
22,4/19/2015,2015,"$552,910 ","($199,572)","$1,790,076 ",30.89%,$67.00 ,$246.50 ,8252,14992,8,55.00%,-16.70%,On The Town,2015,,,
23,4/26/2015,2015,"$567,250 ","$14,340 ","$1,790,076 ",31.69%,$66.27 ,$246.50 ,8560,14992,8,57.10%,2.10%,On The Town,2015,,,
24,5/3/2015,2015,"$501,640 ","($65,610)","$1,790,076 ",28.02%,$63.15 ,$246.50 ,7944,14992,8,53.00%,-4.10%,On The Town,2015,,,
25,5/10/2015,2015,"$202,745 ","($298,895)","$865,218 ",23.43%,$45.82 ,$246.50 ,4425,7496,4,59.00%,6.00%,On The Town,2015,,,
26,5/17/2015,2015,"$614,881 ","$412,136 ","$1,790,076 ",34.35%,$63.03 ,$246.50 ,9756,14992,8,65.10%,6.10%,On The Town,2015,,,
27,5/24/2015,2015,"$638,515 ","$23,634 ","$1,790,076 ",35.67%,$55.86 ,$246.50 ,11431,14992,8,76.20%,11.10%,On The Town,2015,,,
28,5/31/2015,2015,"$512,816 ","($125,699)","$1,790,076 ",28.65%,$51.15 ,$246.50 ,10025,14992,8,66.90%,-9.30%,On The Town,2015,,,
29,6/7/2015,2015,"$493,263 ","($19,553)","$1,790,076 ",27.56%,$49.25 ,$246.50 ,10016,14992,8,66.80%,-0.10%,On The Town,2015,,,
30,6/14/2015,2015,"$559,983 ","$66,720 ","$1,790,076 ",31.28%,$66.98 ,$246.50 ,8360,14992,8,55.80%,-11.00%,On The Town,2015,,,
31,6/21/2015,2015,"$558,807 ","($1,176)","$1,790,076 ",31.22%,$61.29 ,$246.50 ,9118,14992,8,60.80%,5.00%,On The Town,2015,,,
32,6/28/2015,2015,"$637,010 ","$78,203 ","$1,790,076 ",35.59%,$60.77 ,$246.50 ,10483,14992,8,69.90%,9.10%,On The Town,2015,,,
33,7/5/2015,2015,"$473,731 ","($163,279)","$1,790,076 ",26.46%,$53.11 ,$246.50 ,9201,14992,8,61.40%,-8.50%,On The Town,2015,,,
34,7/12/2015,2015,"$509,820 ","$36,089 ","$1,790,076 ",28.48%,$56.09 ,$246.50 ,9090,14992,8,60.60%,-0.80%,On The Town,2015,,,
35,7/19/2015,2015,"$501,525 ","($8,295)","$1,790,076 ",28.02%,$54.64 ,$246.50 ,9178,14992,8,61.20%,0.60%,On The Town,2015,,,
36,7/26/2015,2015,"$476,502 ","($25,023)","$1,790,076 ",26.62%,$58.15 ,$246.50 ,8194,14992,8,54.70%,-6.50%,On The Town,2015,,,
37,8/2/2015,2015,"$475,889 ",($613),"$1,790,076 ",26.58%,$62.09 ,$246.50 ,7664,14992,8,51.10%,-3.60%,On The Town,2015,,,
38,8/9/2015,2015,"$460,190 ","($15,699)","$1,790,076 ",25.71%,$53.00 ,$246.50 ,8683,14992,8,57.90%,6.80%,On The Town,2015,,,
39,8/16/2015,2015,"$435,180 ","($25,010)","$1,790,076 ",24.31%,$53.55 ,$246.50 ,8127,14992,8,54.20%,-3.70%,On The Town,2015,,,
40,8/23/2015,2015,"$395,379 ","($39,801)","$1,790,076 ",22.09%,$50.55 ,$246.50 ,7822,14992,8,52.20%,-2.00%,On The Town,2015,,,
41,8/30/2015,2015,"$914,434 ","$519,055 ","$1,790,076 ",51.08%,$76.55 ,$246.50 ,11946,14992,8,79.70%,27.50%,On The Town,2015,,,
42,9/6/2015,2015,"$955,351 ","$40,917 ","$1,790,076 ",53.37%,$80.30 ,$246.50 ,11898,14992,8,79.40%,-0.30%,On The Town,2015,,,
7,1/3/1999,1999,"$561,393 ","$163,733 ","$891,761 ",62.95%,$51.27 ,$80.00 ,10949,15224,8,71.90%,18.40%,On The Town 1988,1999,,,
8,1/10/1999,1999,"$255,653 ","($305,740)","$891,761 ",28.67%,$30.52 ,$75.00 ,8376,15224,8,55.00%,-16.90%,On The Town 1988,1999,,,
9,1/17/1999,1999,"$314,435 ","$58,782 ","$891,761 ",35.26%,$25.31 ,$75.00 ,12425,15224,8,81.60%,26.60%,On The Town 1988,1999,,,
7,2/15/2015,2015,"$228,661 ","$228,661 ","$401,500 ",56.95%,$80.04 ,$0.00 ,2857,2960,4,96.50%,0.00%,On The Twentieth Century,2015,,,
8,2/22/2015,2015,"$293,584 ","$64,923 ","$583,854 ",50.28%,$69.36 ,$0.00 ,4233,4332,6,97.70%,97.70%,On The Twentieth Century,2015,,,
9,3/1/2015,2015,"$377,072 ","$83,488 ","$778,472 ",48.44%,$73.96 ,$0.00 ,5098,5776,8,88.30%,-9.40%,On The Twentieth Century,2015,,,
10,3/8/2015,2015,"$364,904 ","($12,168)","$778,472 ",46.87%,$71.80 ,$0.00 ,5082,5776,8,88.00%,-0.30%,On The Twentieth Century,2015,,,
11,3/15/2015,2015,"$390,599 ","$25,695 ","$778,472 ",50.18%,$65.80 ,$0.00 ,5936,5776,8,102.80%,14.80%,On The Twentieth Century,2015,,,
12,3/22/2015,2015,"$466,078 ","$75,479 ","$822,136 ",56.69%,$80.30 ,$229.00 ,5804,5776,8,100.50%,-2.30%,On The Twentieth Century,2015,,,
13,3/29/2015,2015,"$486,398 ","$20,320 ","$822,136 ",59.16%,$85.88 ,$229.00 ,5664,5776,8,98.10%,-2.40%,On The Twentieth Century,2015,,,
14,4/5/2015,2015,"$509,348 ","$22,950 ","$822,136 ",61.95%,$94.36 ,$229.00 ,5398,5776,8,93.50%,-4.60%,On The Twentieth Century,2015,,,
15,4/12/2015,2015,"$517,707 ","$8,359 ","$822,136 ",62.97%,$91.35 ,$229.00 ,5667,5776,8,98.10%,4.60%,On The Twentieth Century,2015,,,
16,4/19/2015,2015,"$520,852 ","$3,145 ","$822,136 ",63.35%,$91.52 ,$229.00 ,5691,5776,8,98.50%,0.40%,On The Twentieth Century,2015,,,
17,4/26/2015,2015,"$462,221 ","($58,631)","$822,136 ",56.22%,$92.95 ,$229.00 ,4973,5776,8,86.10%,-12.40%,On The Twentieth Century,2015,,,
18,5/3/2015,2015,"$489,687 ","$27,466 ","$822,136 ",59.56%,$86.84 ,$229.00 ,5639,5776,8,97.60%,11.50%,On The Twentieth Century,2015,,,
19,5/10/2015,2015,"$595,851 ","$106,164 ","$822,136 ",72.48%,$104.19 ,$229.00 ,5719,5776,8,99.00%,1.40%,On The Twentieth Century,2015,,,
20,5/17/2015,2015,"$582,568 ","($13,283)","$822,136 ",70.86%,$100.55 ,$229.00 ,5794,5776,8,100.30%,1.30%,On The Twentieth Century,2015,,,
21,5/24/2015,2015,"$621,043 ","$38,475 ","$822,136 ",75.54%,$107.69 ,$229.00 ,5767,5776,8,99.80%,-0.50%,On The Twentieth Century,2015,,,
22,5/31/2015,2015,"$583,755 ","($37,288)","$822,136 ",71.00%,$103.08 ,$229.00 ,5663,5776,8,98.00%,-1.80%,On The Twentieth Century,2015,,,
23,6/7/2015,2015,"$491,692 ","($92,063)","$719,369 ",68.35%,$98.89 ,$229.00 ,4972,5054,7,98.40%,0.40%,On The Twentieth Century,2015,,,
24,6/14/2015,2015,"$609,744 ","$118,052 ","$822,136 ",74.17%,$106.65 ,$229.00 ,5717,5776,8,99.00%,0.60%,On The Twentieth Century,2015,,,
25,6/21/2015,2015,"$582,490 ","($27,254)","$822,136 ",70.85%,$103.65 ,$229.00 ,5620,5776,8,97.30%,-1.70%,On The Twentieth Century,2015,,,
26,6/28/2015,2015,"$594,786 ","$12,296 ","$822,136 ",72.35%,$104.48 ,$229.00 ,5693,5776,8,98.60%,1.30%,On The Twentieth Century,2015,,,
27,7/5/2015,2015,"$487,786 ","($107,000)","$822,136 ",59.33%,$88.93 ,$229.00 ,5485,5776,8,95.00%,-3.60%,On The Twentieth Century,2015,,,
28,7/12/2015,2015,"$469,559 ","($18,227)","$822,136 ",57.11%,$89.97 ,$229.00 ,5219,5776,8,90.40%,-4.60%,On The Twentieth Century,2015,,,
29,7/19/2015,2015,"$571,895 ","$102,336 ","$822,136 ",69.56%,$98.81 ,$229.00 ,5788,5776,8,100.20%,9.80%,On The Twentieth Century,2015,,,
7,4/23/1995,1995,"$132,652 ","$132,652 ",$0 ,,$0.00 ,$0.00 ,6950,0,8,0.00%,0.00%,On The Waterfront,1995,,,
8,4/30/1995,1995,"$121,848 ","($10,804)",$0 ,,$0.00 ,$0.00 ,6846,0,8,0.00%,0.00%,On The Waterfront,1995,,,
9,5/7/1995,1995,"$121,390 ",($458),$0 ,,$0.00 ,$0.00 ,6895,0,8,0.00%,0.00%,On The Waterfront,1995,,,
7,1/1/2017,2017,"$1,304,175 ","$850,196 ","$1,746,396 ",74.68%,$99.27 ,$199.00 ,13137,14634,9,89.80%,46.90%,On Your Feet ,2017,,,
8,1/8/2017,2017,"$806,478 ","($497,697)","$1,552,352 ",51.95%,$86.00 ,$199.00 ,9378,13008,8,72.10%,-17.70%,On Your Feet ,2017,,,
9,1/15/2017,2017,"$839,833 ","$33,355 ","$1,552,352 ",54.10%,$92.24 ,$199.00 ,9105,13008,8,70.00%,-2.10%,On Your Feet ,2017,,,
10,1/22/2017,2017,"$683,442 ","($156,391)","$1,552,352 ",44.03%,$91.37 ,$199.00 ,7480,13008,8,57.50%,-12.50%,On Your Feet ,2017,,,
11,1/29/2017,2017,"$728,188 ","$44,746 ","$1,552,352 ",46.91%,$87.70 ,$199.00 ,8303,13008,8,63.80%,6.30%,On Your Feet ,2017,,,
12,2/5/2017,2017,"$621,130 ","($107,058)","$1,552,352 ",40.01%,$83.44 ,$199.00 ,7444,13008,8,57.20%,-6.60%,On Your Feet ,2017,,,
13,2/12/2017,2017,"$607,659 ","($13,471)","$1,552,352 ",39.14%,$85.02 ,$199.00 ,7147,13008,8,54.90%,-2.30%,On Your Feet ,2017,,,
14,2/19/2017,2017,"$830,191 ","$222,532 ","$1,552,352 ",53.48%,$87.54 ,$199.00 ,9484,13008,8,72.90%,18.00%,On Your Feet ,2017,,,
15,2/26/2017,2017,"$667,098 ","($163,093)","$1,552,352 ",42.97%,$82.24 ,$199.00 ,8112,13008,8,62.40%,-10.50%,On Your Feet ,2017,,,
16,3/5/2017,2017,"$611,706 ","($55,392)","$1,552,352 ",39.41%,$81.16 ,$199.00 ,7537,13008,8,57.90%,-4.50%,On Your Feet ,2017,,,
17,3/12/2017,2017,"$639,898 ","$28,192 ","$1,552,352 ",41.22%,$83.27 ,$199.00 ,7685,13008,8,59.10%,1.20%,On Your Feet ,2017,,,
18,3/19/2017,2017,"$597,288 ","($42,610)","$1,552,352 ",38.48%,$80.39 ,$199.00 ,7430,13008,8,57.10%,-2.00%,On Your Feet ,2017,,,
19,3/26/2017,2017,"$714,676 ","$117,388 ","$1,552,352 ",46.04%,$77.94 ,$199.00 ,9170,13008,8,70.50%,13.40%,On Your Feet ,2017,,,
20,4/2/2017,2017,"$641,943 ","($72,733)","$1,552,352 ",41.35%,$83.00 ,$199.00 ,7734,13008,8,59.50%,-11.00%,On Your Feet ,2017,,,
21,4/9/2017,2017,"$578,678 ","($63,265)","$1,552,352 ",37.28%,$82.47 ,$199.00 ,7017,13008,8,53.90%,-5.60%,On Your Feet ,2017,,,
22,4/16/2017,2017,"$712,384 ","$133,706 ","$1,552,352 ",45.89%,$83.64 ,$199.00 ,8517,13008,8,65.50%,11.60%,On Your Feet ,2017,,,
23,4/23/2017,2017,"$685,462 ","($26,922)","$1,552,352 ",44.16%,$82.85 ,$199.00 ,8274,13008,8,63.60%,-1.90%,On Your Feet ,2017,,,
24,4/30/2017,2017,"$653,185 ","($32,277)","$1,552,352 ",42.08%,$84.45 ,$199.00 ,7735,13008,8,59.50%,-4.10%,On Your Feet ,2017,,,
25,5/7/2017,2017,"$624,338 ","($28,847)","$1,552,352 ",40.22%,$83.41 ,$199.00 ,7485,13008,8,57.50%,-2.00%,On Your Feet ,2017,,,
26,5/14/2017,2017,"$754,441 ","$130,103 ","$1,552,352 ",48.60%,$87.01 ,$199.00 ,8671,13008,8,66.70%,9.20%,On Your Feet ,2017,,,
27,5/21/2017,2017,"$739,890 ","($14,551)","$1,552,352 ",47.66%,$85.32 ,$199.00 ,8672,13008,8,66.70%,0.00%,On Your Feet ,2017,,,
28,5/28/2017,2017,"$696,935 ","($42,955)","$1,552,352 ",44.90%,$80.58 ,$199.00 ,8649,13008,8,66.50%,-0.20%,On Your Feet ,2017,,,
29,6/4/2017,2017,"$606,535 ","($90,400)","$1,552,352 ",39.07%,$80.36 ,$199.00 ,7548,13008,8,58.00%,-8.50%,On Your Feet ,2017,,,
30,6/11/2017,2017,"$656,937 ","$50,402 ","$1,552,352 ",42.32%,$80.39 ,$199.00 ,8172,13008,8,62.80%,4.80%,On Your Feet ,2017,,,
31,6/18/2017,2017,"$588,054 ","($68,883)","$1,552,352 ",37.88%,$83.16 ,$199.00 ,7071,13008,8,54.40%,-8.40%,On Your Feet ,2017,,,
32,6/25/2017,2017,"$655,588 ","$67,534 ","$1,552,352 ",42.23%,$82.01 ,$199.00 ,7994,13008,8,61.50%,7.10%,On Your Feet ,2017,,,
33,7/2/2017,2017,"$620,673 ","($34,915)","$1,552,352 ",39.98%,$79.92 ,$199.00 ,7766,13008,8,59.70%,-1.80%,On Your Feet ,2017,,,
34,7/9/2017,2017,"$603,959 ","($16,714)","$1,552,352 ",38.91%,$76.39 ,$199.00 ,7906,13008,8,60.80%,1.10%,On Your Feet ,2017,,,
35,7/16/2017,2017,"$695,863 ","$91,904 ","$1,552,352 ",44.83%,$80.94 ,$199.00 ,8597,13008,8,66.10%,5.30%,On Your Feet ,2017,,,
36,7/23/2017,2017,"$713,715 ","$17,852 ","$1,552,352 ",45.98%,$80.74 ,$199.00 ,8840,13008,8,68.00%,1.90%,On Your Feet ,2017,,,
37,7/30/2017,2017,"$808,059 ","$94,344 ","$1,552,352 ",52.05%,$82.45 ,$199.00 ,9801,13008,8,75.30%,7.30%,On Your Feet ,2017,,,
38,8/6/2017,2017,"$892,807 ","$84,748 ","$1,552,352 ",57.51%,$85.11 ,$199.00 ,10490,13008,8,80.60%,5.30%,On Your Feet ,2017,,,
39,8/13/2017,2017,"$1,054,473 ","$161,666 ","$1,552,352 ",67.93%,$91.61 ,$199.00 ,11511,13008,8,88.50%,7.90%,On Your Feet ,2017,,,
40,8/20/2017,2017,"$1,207,439 ","$152,966 ","$1,552,352 ",77.78%,$102.60 ,$199.00 ,11768,13008,8,90.50%,2.00%,On Your Feet ,2017,,,
7,1/4/2015,2015,"$967,968 ","$74,474 ","$923,678 ",104.79%,$112.45 ,$197.50 ,8608,8472,8,101.60%,1.00%,Once,2015,,,
7,1/7/2018,2018,"$590,064 ","($237,826)","$792,176 ",74.49%,$114.98 ,$249.50 ,5132,5568,8,92.20%,-4.50%,Once On This Island,2018,,,
8,1/14/2018,2018,"$610,830 ","$20,766 ","$792,176 ",77.11%,$111.16 ,$249.50 ,5495,5568,8,98.70%,6.50%,Once On This Island,2018,,,
9,1/21/2018,2018,"$588,351 ","($22,479)","$792,176 ",74.27%,$106.16 ,$249.50 ,5542,5568,8,99.50%,0.80%,Once On This Island,2018,,,
10,1/28/2018,2018,"$599,476 ","$11,125 ","$792,176 ",75.67%,$106.25 ,$249.50 ,5642,5568,8,101.30%,1.80%,Once On This Island,2018,,,
11,2/4/2018,2018,"$515,456 ","($84,020)","$792,176 ",65.07%,$95.44 ,$249.50 ,5401,5568,8,97.00%,-4.30%,Once On This Island,2018,,,
12,2/11/2018,2018,"$461,880 ","($53,576)","$792,176 ",58.31%,$86.90 ,$249.50 ,5315,5568,8,95.50%,-1.50%,Once On This Island,2018,,,
13,2/18/2018,2018,"$534,474 ","$72,594 ","$792,176 ",67.47%,$111.65 ,$249.50 ,4787,5568,8,86.00%,-9.50%,Once On This Island,2018,,,
14,2/25/2018,2018,"$491,248 ","($43,226)","$792,176 ",62.01%,$97.76 ,$249.50 ,5025,5568,8,90.20%,4.20%,Once On This Island,2018,,,
15,3/4/2018,2018,"$419,609 ","($71,639)","$792,176 ",52.97%,$87.29 ,$249.50 ,4807,5568,8,86.30%,-3.90%,Once On This Island,2018,,,
16,3/11/2018,2018,"$478,594 ","$58,985 ","$792,176 ",60.42%,$89.71 ,$249.50 ,5335,5568,8,95.80%,9.50%,Once On This Island,2018,,,
17,3/18/2018,2018,"$516,400 ","$37,806 ","$792,176 ",65.19%,$96.06 ,$249.50 ,5376,5568,8,96.60%,0.80%,Once On This Island,2018,,,
18,3/25/2018,2018,"$507,742 ","($8,658)","$792,176 ",64.09%,$96.46 ,$249.50 ,5264,5568,8,94.50%,-2.10%,Once On This Island,2018,,,
19,4/1/2018,2018,"$594,646 ","$86,904 ","$792,176 ",75.06%,$115.24 ,$249.50 ,5160,5568,8,92.70%,-1.80%,Once On This Island,2018,,,
20,4/8/2018,2018,"$560,959 ","($33,687)","$792,176 ",70.81%,$105.86 ,$249.50 ,5299,5568,8,95.20%,2.50%,Once On This Island,2018,,,
21,4/15/2018,2018,"$463,943 ","($97,016)","$792,176 ",58.57%,$89.63 ,$249.50 ,5176,5568,8,93.00%,-2.20%,Once On This Island,2018,,,
22,4/22/2018,2018,"$474,934 ","$10,991 ","$792,176 ",59.95%,$92.20 ,$249.50 ,5151,5568,8,92.50%,-0.50%,Once On This Island,2018,,,
23,4/29/2018,2018,"$433,993 ","($40,941)","$792,176 ",54.78%,$87.08 ,$249.50 ,4984,5568,8,89.50%,-3.00%,Once On This Island,2018,,,
24,5/6/2018,2018,"$435,430 ","$1,437 ","$792,176 ",54.97%,$88.79 ,$249.50 ,4904,5568,8,88.10%,-1.40%,Once On This Island,2018,,,
25,5/13/2018,2018,"$523,075 ","$87,645 ","$792,176 ",66.03%,$100.11 ,$249.50 ,5225,5568,8,93.80%,5.70%,Once On This Island,2018,,,
26,5/20/2018,2018,"$513,582 ","($9,493)","$792,176 ",64.83%,$91.34 ,$249.50 ,5623,5568,8,101.00%,7.20%,Once On This Island,2018,,,
27,5/27/2018,2018,"$551,703 ","$38,121 ","$792,176 ",69.64%,$105.99 ,$249.50 ,5205,5568,8,93.50%,-7.50%,Once On This Island,2018,,,
28,6/3/2018,2018,"$507,578 ","($44,125)","$792,176 ",64.07%,$100.39 ,$249.50 ,5056,5568,8,90.80%,-2.70%,Once On This Island,2018,,,
29,6/10/2018,2018,"$537,110 ","$29,532 ","$792,176 ",67.80%,$98.23 ,$249.50 ,5468,5568,8,98.20%,7.40%,Once On This Island,2018,,,
30,6/17/2018,2018,"$617,297 ","$80,188 ","$792,176 ",77.92%,$110.75 ,$249.50 ,5574,5568,8,100.10%,1.90%,Once On This Island,2018,,,
31,6/24/2018,2018,"$686,414 ","$69,117 ","$792,176 ",86.65%,$119.48 ,$249.50 ,5745,5568,8,103.20%,3.10%,Once On This Island,2018,,,
32,7/1/2018,2018,"$595,727 ","($90,688)","$792,176 ",75.20%,$109.55 ,$249.50 ,5438,5568,8,97.70%,-5.50%,Once On This Island,2018,,,
33,7/8/2018,2018,"$545,569 ","($50,157)","$792,176 ",68.87%,$107.37 ,$249.50 ,5081,5568,8,91.30%,-6.40%,Once On This Island,2018,,,
34,7/15/2018,2018,"$569,222 ","$23,653 ","$792,176 ",71.86%,$105.37 ,$249.50 ,5402,5568,8,97.00%,5.70%,Once On This Island,2018,,,
35,7/22/2018,2018,"$563,828 ","($5,394)","$792,176 ",71.17%,$105.43 ,$249.50 ,5348,5568,8,96.00%,-1.00%,Once On This Island,2018,,,
36,7/29/2018,2018,"$557,528 ","($6,300)","$792,176 ",70.38%,$107.99 ,$249.50 ,5163,5568,8,92.70%,-3.30%,Once On This Island,2018,,,
37,8/5/2018,2018,"$523,594 ","($33,934)","$792,176 ",66.10%,$106.57 ,$249.50 ,4913,5568,8,88.20%,-4.50%,Once On This Island,2018,,,
38,8/12/2018,2018,"$520,931 ","($2,664)","$792,176 ",65.76%,$105.17 ,$249.50 ,4953,5568,8,89.00%,0.80%,Once On This Island,2018,,,
39,8/19/2018,2018,"$457,570 ","($63,361)","$792,176 ",57.76%,$102.66 ,$249.50 ,4457,5568,8,80.00%,-9.00%,Once On This Island,2018,,,
40,8/26/2018,2018,"$411,114 ","($46,456)","$792,176 ",51.90%,$94.75 ,$249.50 ,4339,5568,8,77.90%,-2.10%,Once On This Island,2018,,,
7,1/7/2018,2018,"$590,064 ","($237,826)","$792,176 ",74.49%,$114.98 ,$249.50 ,5132,5568,8,92.20%,-4.50%,Once On This Island,2018,,,
8,1/14/2018,2018,"$610,830 ","$20,766 ","$792,176 ",77.11%,$111.16 ,$249.50 ,5495,5568,8,98.70%,6.50%,Once On This Island,2018,,,
9,1/21/2018,2018,"$588,351 ","($22,479)","$792,176 ",74.27%,$106.16 ,$249.50 ,5542,5568,8,99.50%,0.80%,Once On This Island,2018,,,
10,1/28/2018,2018,"$599,476 ","$11,125 ","$792,176 ",75.67%,$106.25 ,$249.50 ,5642,5568,8,101.30%,1.80%,Once On This Island,2018,,,
11,2/4/2018,2018,"$515,456 ","($84,020)","$792,176 ",65.07%,$95.44 ,$249.50 ,5401,5568,8,97.00%,-4.30%,Once On This Island,2018,,,
12,2/11/2018,2018,"$461,880 ","($53,576)","$792,176 ",58.31%,$86.90 ,$249.50 ,5315,5568,8,95.50%,-1.50%,Once On This Island,2018,,,
13,2/18/2018,2018,"$534,474 ","$72,594 ","$792,176 ",67.47%,$111.65 ,$249.50 ,4787,5568,8,86.00%,-9.50%,Once On This Island,2018,,,
14,2/25/2018,2018,"$491,248 ","($43,226)","$792,176 ",62.01%,$97.76 ,$249.50 ,5025,5568,8,90.20%,4.20%,Once On This Island,2018,,,
15,3/4/2018,2018,"$419,609 ","($71,639)","$792,176 ",52.97%,$87.29 ,$249.50 ,4807,5568,8,86.30%,-3.90%,Once On This Island,2018,,,
16,3/11/2018,2018,"$478,594 ","$58,985 ","$792,176 ",60.42%,$89.71 ,$249.50 ,5335,5568,8,95.80%,9.50%,Once On This Island,2018,,,
17,3/18/2018,2018,"$516,400 ","$37,806 ","$792,176 ",65.19%,$96.06 ,$249.50 ,5376,5568,8,96.60%,0.80%,Once On This Island,2018,,,
18,3/25/2018,2018,"$507,742 ","($8,658)","$792,176 ",64.09%,$96.46 ,$249.50 ,5264,5568,8,94.50%,-2.10%,Once On This Island,2018,,,
19,4/1/2018,2018,"$594,646 ","$86,904 ","$792,176 ",75.06%,$115.24 ,$249.50 ,5160,5568,8,92.70%,-1.80%,Once On This Island,2018,,,
20,4/8/2018,2018,"$560,959 ","($33,687)","$792,176 ",70.81%,$105.86 ,$249.50 ,5299,5568,8,95.20%,2.50%,Once On This Island,2018,,,
21,4/15/2018,2018,"$463,943 ","($97,016)","$792,176 ",58.57%,$89.63 ,$249.50 ,5176,5568,8,93.00%,-2.20%,Once On This Island,2018,,,
22,4/22/2018,2018,"$474,934 ","$10,991 ","$792,176 ",59.95%,$92.20 ,$249.50 ,5151,5568,8,92.50%,-0.50%,Once On This Island,2018,,,
23,4/29/2018,2018,"$433,993 ","($40,941)","$792,176 ",54.78%,$87.08 ,$249.50 ,4984,5568,8,89.50%,-3.00%,Once On This Island,2018,,,
24,5/6/2018,2018,"$435,430 ","$1,437 ","$792,176 ",54.97%,$88.79 ,$249.50 ,4904,5568,8,88.10%,-1.40%,Once On This Island,2018,,,
25,5/13/2018,2018,"$523,075 ","$87,645 ","$792,176 ",66.03%,$100.11 ,$249.50 ,5225,5568,8,93.80%,5.70%,Once On This Island,2018,,,
26,5/20/2018,2018,"$513,582 ","($9,493)","$792,176 ",64.83%,$91.34 ,$249.50 ,5623,5568,8,101.00%,7.20%,Once On This Island,2018,,,
27,5/27/2018,2018,"$551,703 ","$38,121 ","$792,176 ",69.64%,$105.99 ,$249.50 ,5205,5568,8,93.50%,-7.50%,Once On This Island,2018,,,
28,6/3/2018,2018,"$507,578 ","($44,125)","$792,176 ",64.07%,$100.39 ,$249.50 ,5056,5568,8,90.80%,-2.70%,Once On This Island,2018,,,
29,6/10/2018,2018,"$537,110 ","$29,532 ","$792,176 ",67.80%,$98.23 ,$249.50 ,5468,5568,8,98.20%,7.40%,Once On This Island,2018,,,
30,6/17/2018,2018,"$617,297 ","$80,188 ","$792,176 ",77.92%,$110.75 ,$249.50 ,5574,5568,8,100.10%,1.90%,Once On This Island,2018,,,
31,6/24/2018,2018,"$686,414 ","$69,117 ","$792,176 ",86.65%,$119.48 ,$249.50 ,5745,5568,8,103.20%,3.10%,Once On This Island,2018,,,
32,7/1/2018,2018,"$595,727 ","($90,688)","$792,176 ",75.20%,$109.55 ,$249.50 ,5438,5568,8,97.70%,-5.50%,Once On This Island,2018,,,
33,7/8/2018,2018,"$545,569 ","($50,157)","$792,176 ",68.87%,$107.37 ,$249.50 ,5081,5568,8,91.30%,-6.40%,Once On This Island,2018,,,
